<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
<!--                                                                                                                                                                                                                                                                -->
Feature ID	Data Definition	Alternate Name	Name	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis harvested from rat bubo, 48 to 72h after infection	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 37C, stationary phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 21C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 37C, log phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Y. pestis grow in LB/MOPS at 21C, stationary phase	Data Submitter
ABY-0115524	signal	YPO0060	tdh	808.4	865.9	590.6	1296.1	563	1165.4	446.8	536.3	542.1	457.1	513.6	564.6	942.5	778.9	871.9	901.5	811.8	819.7	623.3	522.8	600.4	588.2	446	612.4	560.9	484.9	516.9	416.8	538.7	553.3	YU QIU
ABY-0115528	signal	YPO0063	envC	394.4	461.7	554.1	477.1	715.5	529.9	227.5	344.1	241.5	266.1	354.1	289.2	828.6	900.3	805.7	849.6	793.8	791	648.8	525.7	456.2	449	410.2	465	532	497.9	449.3	508.8	537.7	481.1	YU QIU
ABY-0115530	signal	YPO0064	gpmI	530.5	707.3	444.4	609.9	542.4	920	153.6	190.6	208.3	167.9	110.1	169.3	442.2	425.1	330.7	432.8	461.6	477.8	385.9	486.6	716.1	448.7	495	776.8	247.3	262.9	364.5	255.2	220	211.7	YU QIU
ABY-0115532	signal	YPO0065	yibN	458.9	595.4	796.4	389.3	540.8	358.9	422.7	540.7	420.7	490.9	415.7	434.5	919.4	874	1011.3	1035.9	1067	942.1	1049.7	1107.5	786.4	788.2	777.2	511.7	456.6	456.7	563	414.2	565.2	517	YU QIU
ABY-0115535	signal	YPO0066	grxC	1374.6	1490.5	2318.5	1117.4	1696.3	1109.8	1116	1228.1	1112.6	1239.4	1191.7	1243.6	2913.3	3169.9	3058.5	2694.4	2933.5	3035.4	2692.8	2597.8	2377.9	2647	2460	1815.6	1295.5	1358.2	1298.3	1255.5	1553.3	1425.5	YU QIU
ABY-0115537	signal	YPO0067	secB	2640.1	2273.1	3230.2	2582.4	3075.8	2362	1712.8	1880.5	1713.7	1436.6	1623.1	1565.9	4018.7	4195.9	3671.5	3488.2	3459.8	3904.2	3118.8	3283.5	3661.5	3407.4	3796	3023.5	2242.1	2268.8	2340.6	2091.3	2121.8	2152.8	YU QIU
ABY-0115538	signal	YPO0068	gpsA	1055.1	919.6	1804.1	1056.4	1539.3	741.9	654.7	509.3	574.5	666.7	653.7	596	2158.5	2145.8	1792.2	1991.5	1977.6	1846.3	2064.1	1926	1960.7	1804.4	1922.9	1750	523.5	504.6	572.4	555	472.5	495.3	YU QIU
ABY-0115541	signal	YPO0069		241.1	319	413.3	200.2	289.7	211.4	167.4	193.4	136.1	210.5	222.2	166.8	355.3	289	235.3	285	282.2	242.4	287.2	200.6	150.4	138.3	177.2	184.7	215.3	243	190.6	234.8	164.4	246.6	YU QIU
ABY-0115542	signal	YPO0070	cysE	600.3	744.7	1034.2	563.2	866.7	645	561	450.6	479.8	504.2	450.6	477.7	639.5	673.3	679.7	672.7	668	768.4	776.2	751.4	563.5	572.7	613.6	494.6	312.4	217.3	449.1	340.5	317.7	315.8	YU QIU
ABY-0115548	signal	YPO0071	yibK	151.6	202.8	225.1	128.5	152.8	210.1	66.8	64.7	83.9	95.5	64.9	64.3	451.6	340.2	497.7	381.6	424.7	396.5	338.8	358.2	249.8	248.9	227.9	197.7	68.8	72.8	91.8	94.7	89.6	97.3	YU QIU
ABY-0115550	signal	YPO0072	ada	58.8	50.6	75.2	71.6	27.4	110.1	82.3	110	84.5	78.3	58	29.2	49.3	42	50.6	44.5	41.9	31	43.7	45.3	33.7	42	30.8	54.8	84.2	82.5	43.3	65.6	76.7	63.6	YU QIU
ABY-0115556	signal	YPO0073	cpxA	362.3	527.4	303.2	392.1	370.5	424.8	501.4	390.3	483.9	539.9	517.9	468.8	445	561.5	543.9	633.5	564.8	594	298.7	287.7	263	272.7	202.5	307.4	452.1	478.5	432.4	331.3	430.4	319.1	YU QIU
ABY-0115561	signal	YPO0074	cpxR	530.8	848.7	598.6	964.1	571.2	758.4	1073	704.6	930.1	885.1	1012.9	802.6	765.9	699.1	854.8	843.2	798.6	765.9	401.1	437	491.8	521.7	424.1	622.7	2402.7	2168	1987.3	2045.6	2080	2124.9	YU QIU
ABY-0115564	signal	YPO0075	cpxP	168.7	304.5	464.6	264.8	593.9	159	268.9	463.5	302.9	331.9	367.9	510.5	2311	1458.5	1663	1638.9	1665.5	1565.7	925.6	762.6	834.8	1148.2	759.1	829.8	954.7	817.5	811.5	660.4	800.6	986.4	YU QIU
ABY-0115565	signal	YPO0076	yhgA	202	221.2	185.8	166.6	288.6	228.9	95.2	82.3	131.9	105.8	93.6	106	68.5	103.9	50	77.5	103.2	98.2	45.8	46.2	36	56.1	46.7	19.8	160.5	211.4	257.8	122.9	130.8	113.3	YU QIU
ABY-0115566	signal	YPO0077	fieF	365.4	463	516.3	640.6	431.8	319.3	488.2	930.8	687.5	665.6	471.3	661.1	396.2	442.6	456.7	398.7	483.6	425.5	379.2	427.5	300.8	266.7	339.1	313.8	774.5	852.3	921.1	875.9	817.9	874.6	YU QIU
ABY-0115574	signal	YPO0078	pfkA	1611.7	1535.4	1406.4	978.9	1594	1477.3	708.5	748.3	684.9	629.7	717	687.6	1071.5	901.6	815.3	822.5	751	782.1	618.5	547.3	617.2	694.1	614.6	771.6	877.4	777.1	862.6	801.3	747.7	873	YU QIU
ABY-0115577	signal	YPO0079	sbp	203.3	142.7	143.2	96.1	196.8	148.2	143.9	169.7	131.5	135.4	137.3	107.6	213	193.7	171.6	166.7	165.3	198.3	515.4	354.8	514.5	636.5	388	638.7	1021.6	658	613.6	595.5	713.7	701.7	YU QIU
ABY-0115580	signal	YPO0080		144.9	185.5	172.3	109.3	141.1	154.3	124.9	92.1	107.6	129.7	123.4	95.3	51.6	47.5	43.7	50.5	44.9	51.5	99.7	112	78.9	68.6	107	72.1	55.2	91.5	111.2	53.2	100	79.3	YU QIU
ABY-0115581	signal	YPO0081		243.7	271.4	172.1	211	245.8	225.2	138.6	207	128.9	194.4	158.5	145.3	76.3	68.5	53.5	66.6	62.5	64.5	107.5	111.1	117.6	93.7	84.3	75.4	147.3	173	199.2	203	163	138.8	YU QIU
ABY-0115594	signal	YPO0082		340.6	268.3	226	199.8	328.7	219.1	128.6	153.5	228.9	116.8	123.3	105.7	55.5	41.5	62.8	66	40.2	74.5	138.1	101	95.5	99.2	76.2	109.7	93.8	88.3	209.2	138.9	111.4	92.5	YU QIU
ABY-0115595	signal	YPO0083		242.8	308.4	195.6	190.1	252.4	209.3	198.3	221.9	174.5	155	184	147	50.6	75.8	69.7	63.6	65.5	80	114.5	108.6	132.4	165.6	99.3	106.7	136.6	155.3	155.6	150.7	107.9	120.3	YU QIU
ABY-0115596	signal	YPO0084		342.6	378.7	471.4	372.5	353.8	364.6	233.4	279.5	282.4	266.8	293.1	283.5	351.2	334.5	327.2	331.2	326.9	334.2	307.6	256.7	232.8	226	230.3	237.9	310.8	352.4	306.9	415.9	273.5	343.8	YU QIU
ABY-0115600	signal	YPO0085	tpiA	3678.8	4207.9	3466.9	3373.9	4045.6	4897.3	1143	1519.3	1342.1	1191.7	1473.4	1400.8	2646.4	2485.2	2480.9	2425.7	2094.9	2254.6	1888.2	1645.8	2149.6	2310.7	1930.9	2539	2605.5	2473.4	2661.2	1967	2473.5	2400.8	YU QIU
ABY-0115603	signal	YPO0086	yiiQ	594.2	386.2	512.8	615.2	548.6	579.4	467.4	372.9	444.1	388	414.8	409.3	582.1	709.3	744.1	799.3	602.6	657.7	406.3	310.8	360.6	375.8	365.7	332.6	1548.2	1333.4	1684.5	1549.5	1674.7	1582.6	YU QIU
ABY-0115604	signal	YPO0087	yiiR	219	197	165.9	213.3	154.8	135.5	59	78.5	109.9	124.6	124	125	115.1	118	132.3	89.7	103.5	112.6	118.1	120.6	117.8	124.6	109.6	110	159.2	117.7	144.4	171.2	172.7	160	YU QIU
ABY-0115609	signal	YPO0088	fpr	781.9	671.5	738	592.3	725.7	635.5	614.3	549.7	512.3	574.3	598.8	525.3	502.8	557.2	614	592.1	544.6	604.9	656.2	578.5	485.5	538.3	522.9	583.6	892.7	860.2	841.5	1055.9	737.2	851.1	YU QIU
ABY-0115615	signal	YPO0091	glpF	207.9	187.8	84.5	418.3	160.7	228.2	70.9	85.2	65.9	86.6	99.9	134.9	80.3	73.9	81.3	65	47.7	46.7	31.3	31.6	51	43.1	38.4	56.6	104.6	122.6	128.2	99.1	117.3	123.6	YU QIU
ABY-0115624	signal	YPO0092		6.2	13.2	4.8	6	6.2	4.5	0.7	8.2	1.1	1.2	6.9	6.5	9.1	1.1	2.5	0.7	6.9	6.2	0.3	0.8	7.1	6.4	1.5	8.1	19.5	3.1	2.9	1.5	2.8	8.6	YU QIU
ABY-0115625	signal	YPO0093	yiiU	2250.4	2124.7	2926.9	2320.8	2846.4	1946.1	1959.4	2787.6	2146	2022.8	2058	2214.3	3589.7	3662.5	3863.1	3759.2	3740.9	3823.2	3059.5	2836.7	2723.3	2610.8	2787.2	1872.2	6632.8	8143.4	6370.3	5473.8	6410.8	6814.8	YU QIU
ABY-0115647	signal	YPO0099		20.7	17.6	26.1	15.9	27.3	10.7	12.4	40.3	22.6	8.2	3.1	18.8	21.9	25.1	20.1	29.1	20.3	37.8	11.1	10.4	0.9	15.7	1	11.2	43.6	56.5	72.1	38.2	47.3	40.6	YU QIU
ABY-0115651	signal	YPO0100		1312.9	1883.5	927.8	1071.9	1132.3	2152.1	1641.8	2402.6	1678.5	1573.3	1736.7	1500.8	5282.3	4890.4	4013.1	4290.8	4259.9	5318.7	974	884.8	1027.9	1347.5	1244.5	1561.6	13070.3	12233.9	13260.7	12733.4	12189.3	11670.7	YU QIU
ABY-0115652	signal	YPO0101		1.8	7.5	2.4	0.9	1.2	2	10.4	2.2	6.1	4.8	2	3.2	38.1	39.4	21.3	32.4	26.4	47.3	0.3	2.9	1	4.2	3.2	9.1	267	219.4	260.5	451.7	456.7	376.4	YU QIU
ABY-0115654	signal	YPO0102		21.6	10.2	9.6	11.6	19.2	174.3	57	56.9	49.2	37.3	30.8	47	5608.3	5960.2	5032	5206.4	5173.4	6253	38.1	35.5	29.9	29.4	13.1	11.1	15575.2	17045.7	17278.1	15400.3	16006.5	14206.7	YU QIU
ABY-0115656	signal	YPO0103	rraA	1094.4	1130.1	1257.4	1197.7	1064.6	1042.1	823.3	781.4	904.8	864.6	866.8	880.1	728.7	654.1	726.9	750.3	593.9	690.6	1097	1030	973.1	987.8	893.3	962	1031.2	945.1	1117.1	1021.1	1096.7	1120.8	YU QIU
ABY-0115657	signal	YPO0104	menA	335.1	329.4	459.3	283.3	326.5	318.5	165.4	178.5	185.4	205.8	182.8	216.5	300.3	281.6	289.2	310.3	271.2	241.9	320	281.4	257.4	237.6	210.8	223.2	99.6	152.6	171.4	131.2	112.5	119.5	YU QIU
ABY-0115666	signal	YPO0105	hslU	1575.8	1641.1	2762.2	1156.1	2638	1412.4	1303.7	1133.3	1195.7	1246.3	1131.9	1397.7	3073.8	2996	2378	2324.8	2288.1	2410.5	1825.8	2148.3	3098.1	2718.2	2575.7	3008	858.3	608.5	715.7	732.9	753.4	734.4	YU QIU
ABY-0115669	signal	YPO0106	hslV	416.7	664.2	1301	417.3	879.7	519.8	490.2	521.4	423.4	544.7	407.3	599.4	1099.1	958	825.5	932.5	967.5	910.4	577.5	804.7	742.7	749.8	644.7	505.2	156.2	229.5	205.8	218.7	178	192.3	YU QIU
ABY-0115671	signal	YPO0107	ftsN	594	549.9	759.2	407.5	537.5	479.7	183.8	343.2	199	204.8	219.3	233.1	599.4	656.8	707.2	732.2	707.9	675.8	695.2	685.6	625.4	618.5	578.3	515.9	154.7	150.9	191	157.2	198.1	202	YU QIU
ABY-0115672	signal	YPO0108	cytR	960.9	815.9	996.9	754.1	907	683.7	485.2	430.7	553.1	436.1	368.4	728.9	1111.1	1164.6	991.4	1150.9	1153.7	1004.5	1216.7	1361.6	1593.7	1440.9	1498.5	1848.2	952.8	924.2	681.9	904.5	759.2	796.1	YU QIU
ABY-0115674	signal	YPO0110	priA	64.3	126.2	141.5	100.3	114	101.9	103.9	90.8	87	83	83.6	63.7	142.3	124.9	151.2	131.3	114.7	131	153.2	145.3	166.3	180.8	142.9	176.1	91.6	62.5	103.9	120.1	106.4	101.9	YU QIU
ABY-0115676	signal	YPO0111	rpmE	459.8	449.6	596.4	463.9	510.2	314.3	177.9	181.2	162.3	218.2	188.5	171.8	1486.3	954.5	955.8	840.4	781.1	745.2	648.5	631	494	565.9	351.3	284.2	181.6	235.3	207.1	178.9	271.6	160.2	YU QIU
ABY-0115680	signal	YPO0112		234.1	223.4	209.1	109.3	203.6	187	269.4	307.7	218.1	225	242.8	253.6	159.6	155.1	136.9	147.3	148.4	140	256.2	237.1	238.2	216.5	269.8	159.8	206	329	249.4	280.5	222.3	229.7	YU QIU
ABY-0115685	signal	YPO0113		33.2	17.7	10.6	6.5	29.2	3.2	1	42	35.3	7.4	10	7.5	1.2	7.2	0.9	2	5.7	8.8	0.9	0.3	3.9	0.9	5.7	1.6	20.5	17.6	7.2	17.5	13.8	12.6	YU QIU
ABY-0115686	signal	YPO0114	metJ	855.4	780.4	1249	599.9	625.3	408.9	533.8	587.5	431.5	382.7	399.3	458.5	1122.1	994.3	979.3	773.4	835.5	871.6	791.7	909.4	429.7	467.4	398.6	234.4	889.2	911.1	827.9	624.5	973.3	790.3	YU QIU
ABY-0115691	signal	YPO0116	metL	2130.2	1213.6	1446.5	514	1068.3	1196.5	206	251.4	151.2	177.9	159.4	150.4	520.3	534.5	396.5	496.7	437.6	437.6	293	284.9	299.1	236.9	239.5	274.1	121	121.5	136.2	101	90	114.6	YU QIU
ABY-0115696	signal	YPO0117	metF	9424.2	4939.1	4412.2	2933.9	4679.1	5662.5	172.1	396.2	298.6	271.4	262.7	483.3	149.2	162.9	193.8	214.3	164.9	149.5	101.5	110.3	119.2	156.4	114.6	152.5	246.6	254.8	287.6	252.3	271	250.9	YU QIU
ABY-0115700	signal	YPO0118		1018.8	921	867	1045.6	1066.8	822.9	845.3	960.4	877.8	811.8	873.4	791.2	601.3	632.7	611.7	627.9	589.6	601.8	433.2	442.3	420.2	323.3	479.4	552.9	958.4	988.6	936.7	1073.1	991.8	1003.5	YU QIU
ABY-0115702	signal	YPO0119		713.6	776.8	1029.5	562.1	902.3	549.3	880.6	828.3	838.9	1055.8	948.4	885.7	802.9	871.3	864.7	935.7	871.2	860.7	703.7	680.6	408.7	488.7	532.7	538.4	710.5	642.5	582.6	639.3	794.8	707.2	YU QIU
ABY-0115705	signal	YPO0120	glpR	939.1	980.9	1167.2	893.1	818.1	712.7	885.9	1008.6	792.2	926.6	990.4	889.4	782.4	720.6	929.3	837.4	807	816.2	978	963.3	858.9	938.4	896.4	979	737.2	861.7	606.3	691	811.7	758	YU QIU
ABY-0115709	signal	YPO0121	glpG	239.6	306.5	312.3	272.7	306.3	452.3	225.5	211.7	253	219.7	244.8	220.4	259.3	269.7	330.3	332.6	309	313.7	345.9	299.6	245.7	254	233.8	247.2	187.3	219.5	152.5	221.5	189.7	167.7	YU QIU
ABY-0115717	signal	YPO0122	glpE	367.9	296.8	265.8	305.1	260.6	410.5	285.5	369.2	394.5	386.8	389.4	356.7	286.1	298.8	299.1	261.8	260.8	269.5	349.2	352.5	224.4	260.8	313.3	254	334.9	280.9	290.4	376.2	346.1	416	YU QIU
ABY-0115719	signal	YPO0123	malT	773.2	457.9	551	711	451.2	696.5	333.8	388.5	431.8	410	414.5	442.4	673.4	828.2	831.8	827.5	773.8	749.9	623.9	599.7	536.9	633	519.9	614.7	529.5	535.6	450.7	474.2	488.3	482.9	YU QIU
ABY-0115725	signal	YPO0126	malQ	339.4	417.7	119.6	570	125	784.6	234.5	182.2	238.6	236.7	167.5	183.8	810.8	647.9	566.2	610.8	752.2	581.3	151.6	149.9	156	148.4	151.7	147.1	439.7	459	574.6	509	584.4	487	YU QIU
ABY-0115727	signal	YPO0127	gntY	1503.9	1031.8	2643.1	1070.1	2505.3	1489.6	1724.8	1840.2	1614.5	1738.8	1614.4	1661.2	2229.3	1895.3	2287.4	2183	2079.5	2166.3	2493.6	1232.3	877.7	1099.1	1383.8	664.9	2721	3022.3	2945.6	2407.8	2679	2573.3	YU QIU
ABY-0115731	signal	YPO0128	gntX	58.9	69.7	90	93.3	107.4	81.1	138.1	254.1	170.4	212.4	133.6	157	57.9	89.2	73.9	73.6	58.5	76.5	91.1	103.7	74.7	108.1	81	68.3	91.4	96	135	107.7	108.7	100.2	YU QIU
ABY-0115732	signal	YPO0129	bioH	236.9	346.2	192	250.8	227.2	235.9	316.1	216.1	203.8	230.9	204.2	226	191.8	260.5	247	292.7	275.6	304.6	285.5	306.6	231.3	264.8	324.5	261.7	277.7	266	309.8	339.5	304.7	330.7	YU QIU
ABY-0115734	signal	YPO0130		391.5	445.7	199.4	498.3	249.4	624.2	1545.9	1464.8	1262.5	1086.8	1113.9	810.3	348.7	357	319.4	360.7	373.2	388.8	161	139.9	167.2	146.2	180.7	175.6	4239.6	3722.9	3513.3	3972	3364.1	3624.4	YU QIU
ABY-0115735	signal	YPO0131		234	309.7	212.5	324.1	147.6	293.1	527.5	391.5	496.5	401.6	476.9	520.6	210.4	238.5	295.4	258.8	315.9	242.7	403.7	233.7	216.1	142.1	199.3	159.3	203.4	155.7	109.1	90.8	128.6	114.5	YU QIU
ABY-0115736	signal	YPO0132	feoB	524.7	727.2	490.8	718.6	513.6	782.9	556.4	868.8	794.9	777.9	715.2	802.4	513.6	486.3	494.1	505.8	556.6	511.2	537.5	398.6	326.6	322.8	409.5	300.3	135.3	193.3	206.1	124	147.2	154.1	YU QIU
ABY-0115750	signal	YPO0133	feoA	505.4	961.2	756.2	1238.7	362.7	1100.5	1527.9	2747	2022.3	2171.1	2069.4	2711.8	1245.3	1164.7	995.2	1203.9	985.3	877.1	1403.1	1022.7	536.5	624.1	675.1	482.7	1128.6	953.6	1104.7	959.2	1518.8	1383.8	YU QIU
ABY-0115751	signal	YPO0134	yhgF	622.4	672.6	783.5	767.9	946.8	671.2	528.1	442.2	514	520.9	514.6	505.6	1335.7	1188.3	1134.9	1183.6	1173.8	1187.5	1014.4	924.3	1051.9	1091	1002.3	1108.5	297.3	238.3	188.4	260.7	260.5	214.2	YU QIU
ABY-0115753	signal	YPO0135	greB	299.5	432	394.2	414.2	449	405.7	278.3	334.3	288.4	303.1	273.4	360.1	271.7	327.2	282.9	319.2	292.3	282.7	258.3	269.9	162.9	164.9	151.6	148.7	317.3	406.1	371.5	330.2	370	364.7	YU QIU
ABY-0115757	signal	YPO0136	ompR	2274.5	1898.7	2209.9	2177.5	2161.8	2324.5	1902.2	2028.2	1805.3	1780.1	1852	1713.7	2021.4	1998.4	2024.1	1981	2124.1	2050.7	2168.1	1889.4	2341.5	2140	2267.2	1905.8	2126.3	2150.5	2398.6	2147.3	1993.2	2151	YU QIU
ABY-0115760	signal	YPO0137	envZ	917.2	917.2	1193.4	927.3	1142.5	639.2	830.4	1093.3	837.4	854.8	739.1	802	1181.7	1210.1	1003.7	1057.3	1010.8	1131.8	1193.8	1091.9	1104.7	1078.6	942.4	1089.9	395.4	480.4	516.3	397.9	589	460.9	YU QIU
ABY-0115766	signal	YPO0138	pck	2910	2431.1	1441.1	3617.7	1632	4134.2	2384.8	1983	2196.7	1950.2	1888.9	1842.3	2904.6	2850.8	2070	2691.7	2569.7	2408.2	1076.7	967.7	1443.6	1307	1253.9	1791	3955	3321.5	3165.1	3784.5	3486.4	3404.7	YU QIU
ABY-0115770	signal	YPO0139	hslO	656.7	699.6	1123.1	755.9	837.3	626.6	530.6	450.2	521.5	531.9	501.8	539.1	1146.4	1303.2	1023.1	1186.4	1190.7	1155.8	901.6	980.2	1095.8	998	985.8	709.5	453	432.7	439.8	383.9	372.2	392.5	YU QIU
ABY-0115772	signal	YPO0140	hslR	363.8	359.4	980.5	382.6	588	394	371.6	413.3	412.3	458.2	513.6	477	601.7	510.1	732.9	581.3	607.9	714.1	688.9	853.2	666.1	667.7	569.8	488.1	340.3	357.5	303.7	269.7	461.4	438.2	YU QIU
ABY-0115774	signal	YPO0141	yrfG	549.3	490.6	940.1	385.3	713.4	560.3	585.6	553.9	490.4	629.7	553.6	572.3	783.4	790.8	724.9	747.4	892.4	762.7	779.8	859.2	664.3	663	600.7	595	730.7	674.6	739.5	680	572.2	683.8	YU QIU
ABY-0115776	signal	YPO0142	yrfF	194.3	226.8	236.9	214.3	245.3	194	61.1	153.5	88.2	82.2	89.1	98.8	295.8	396.3	356.5	342.1	395.7	378.3	135.2	116	103.9	98.2	106.7	148.5	152.4	172	201.9	122.7	141.5	160.5	YU QIU
ABY-0115782	signal	YPO0143		22.3	51.7	31.8	37.3	26.7	3.3	26.9	87	51.9	70.5	44.2	52.8	34.1	54.1	28.3	23.1	27.5	27.7	19.5	26.3	29.4	18.4	37.6	33.7	69.9	41.2	104.9	43	54.3	77.8	YU QIU
ABY-0115783	signal	YPO0144	nudE	311.7	386.8	436.2	351.7	445.6	364.6	194.4	282.4	240.3	269.1	201.1	218.9	273.2	218.8	232.5	239.8	234	244.6	155.3	170.9	109.8	123.3	125.9	98.8	404.7	343.2	492.6	416.4	448.5	483.4	YU QIU
ABY-0115786	signal	YPO0145	mrcA	384	337.9	437.1	177.4	318	313.3	284.4	322	283.8	233.3	295	225.3	552.2	834.4	673.4	716.9	674.6	602.3	830.4	609.5	610.9	465.3	557.1	493.2	224.8	186.8	206.9	255	166	191.9	YU QIU
ABY-0115789	signal	YPO0146		337	312.7	214.3	302.1	308.5	379.7	390.3	371.7	352.8	307.8	262.5	255.5	135.6	156.3	173.8	150.1	155.7	106.9	196	213.4	91.3	150.5	90.4	110.7	314.2	364.6	336.9	294.8	373.5	318.3	YU QIU
ABY-0115790	signal	YPO0147		428.5	414	387.2	325.3	433.5	496.2	234.3	129.2	233.9	264.5	226.2	192.7	76	107.1	128.3	80.8	92.8	108.4	107.8	96	69.7	81.9	73.8	52.1	177.9	300	199.6	294.3	204.9	158.8	YU QIU
ABY-0115792	signal	YPO0148		56.6	15.6	17.1	67.2	104.9	98.8	77.7	69.9	112.4	79.1	74	100	59.1	48.3	59.5	42.3	46.3	58.3	32.8	47.3	32.6	41.7	35.1	39.2	60.4	100.6	73.1	57.4	64.5	76	YU QIU
ABY-0115794	signal	YPO0149		125.5	140	78.5	157	122	186.6	39.2	57.9	67.4	54.9	51.1	35.7	44.7	39.8	38.7	49.3	25.1	46	40.4	38.9	17.1	33.4	13.6	30.7	88.6	73.2	54.7	36.8	58.5	45	YU QIU
ABY-0115796	signal	YPO0150	hofQ	587.5	544.5	936.2	584.2	794.5	494.9	568.2	599.5	602.6	598	453.3	453.4	323.4	335.2	377	338.2	320	366.1	519.7	522.1	398	363.6	361.7	346	443.8	390.5	504.1	439.6	399.4	420.2	YU QIU
ABY-0115797	signal	YPO0151	aroK	1095.1	1082.3	1670.3	1351.7	1431	911	2174.6	2615.6	1761.7	1801.6	1995.3	1713.9	4211.3	3681.2	4158.9	4124.2	4406.6	4636.9	2732.8	2614.1	2184.3	2263.2	2518.9	1888.4	2093.8	2032.7	2367.6	2235.3	2471.1	2233.7	YU QIU
ABY-0115801	signal	YPO0152	aroB	570.9	764.8	928.9	549.1	873.7	550.6	720.9	737.1	659.5	689.9	663.8	613.2	1251.6	1141.6	1242.4	1233.8	1193.5	1140.8	1040.7	945.3	790.1	862.4	868.3	839.8	430.5	411.8	451.1	422	461.1	476.2	YU QIU
ABY-0115803	signal	YPO0153	damX	976.7	785.1	845.2	766.5	975.3	784.3	1029	1065	1046	1099.2	1325.4	1164.3	1373.6	1419	1300.4	1412.4	1521.8	1370.9	875.3	783.1	798.5	840.8	798.9	733.8	1414.1	1379.2	1231.6	1516.1	1402.5	1328.6	YU QIU
ABY-0115805	signal	YPO0154	dam	439	680.8	789.1	384.5	542.2	508.5	593.6	515.1	651.6	639.6	656.5	600.5	869.8	932.8	992	937.7	860.1	752.1	736.8	676.5	522.2	512.5	459.9	436.6	501.2	384.9	445.6	532.1	433.8	414.5	YU QIU
ABY-0115808	signal	YPO0155	rpe	981.3	772.6	888.3	962.4	885.4	1060.1	801	771.7	879.5	684.2	702.2	769.9	1491.5	1335.9	1173.9	1233.6	1122.1	1226.9	1235.5	1042.9	1281.3	1054.5	963.5	1020.2	494.5	622.3	575	576.5	511.2	547.6	YU QIU
ABY-0115812	signal	YPO0156	gph	806.4	528.2	618.8	541.5	757.1	454.5	367.5	387.4	365.2	388.2	474.2	470.3	769.9	835.8	887.4	844.7	943.4	837.7	794.8	664.5	640.8	780.6	662.1	617.5	249	213.5	357.1	329	281.6	206.5	YU QIU
ABY-0115814	signal	YPO0157	trpS	787.5	742.2	860.4	853.6	813.4	1039.4	731.7	857.1	948.8	831.4	644.6	815	1346.9	1370.3	1761.6	1602.2	1720.3	1681.7	1365.7	1149.2	1391.9	1145.3	1114.7	869.8	393	463.3	293.3	406.7	380.6	392.9	YU QIU
ABY-0115818	signal	YPO0158	cysG	1390.1	1174.1	1006.6	1763	1293.2	2228.9	243.6	178.8	232.2	229.2	218.2	213.6	330.6	334	303.9	325.7	336.2	355	220.6	369.2	735.8	616.4	317.9	928.2	305.7	343.3	381.4	447.1	332.8	329	YU QIU
ABY-0115822	signal	YPO0159	nirC	285.5	403.5	332.8	403.6	314.6	603.4	42.5	39.3	48.8	41.2	38.9	36.3	83	67.7	76.5	86.9	83.7	79.7	50.7	87.5	127	100.7	43.5	129.5	86.6	99.7	107.7	99	93	72.3	YU QIU
ABY-0115832	signal	YPO0160	nirD	731.1	726.9	603.2	756.4	728.8	1103.7	30.9	26.7	34	48.6	24.6	38.6	146.8	141.4	114.7	135.9	118.4	143.4	60	143.9	339.3	202.9	65	348.8	68.7	151.2	165.5	140.1	123.6	111.6	YU QIU
ABY-0115833	signal	YPO0161	nirB	926.2	859.6	649.1	949	1243.8	1076	37.8	55.3	62.4	65.7	8.9	44.8	147.2	157.9	119.1	174.6	140.9	166.6	87.3	208.8	491.2	380.2	158.3	590.1	53.4	132.1	146.7	132.9	121	135.7	YU QIU
